"codigo_ocorrencia";"ocorrencia_classificacao";"ocorrencia_latitude";"ocorrencia_longitude";"ocorrencia_cidade";"ocorrencia_uf";"ocorrencia_pais";"ocorrencia_aerodromo";"ocorrencia_dia";"ocorrencia_hora";"investigacao_aeronave_liberada";"investigacao_status";"divulgacao_relatorio_numero";"divulgacao_relatorio_publicado";"divulgacao_dia_publicacao";"total_recomendacoes";"total_aeronaves_envolvidas";"ocorrencia_saida_pista";"Mes";"Dia_mes";"Semana_mes";"Dia_Semana";"Hora"
79479;"INCIDENTE";-23,181667;-46,943611;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2020-08-10;21:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;10;2;2;21
79487;"INCIDENTE";-19,909167;-43,989167;"BELO HORIZONTE";"MG";"BRASIL";"SBPR";2020-08-11;15:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;11;2;3;15
79481;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2020-08-12;14:19:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;4;14
79482;"INCIDENTE";-23,435556;-46,473056;"SÃO PAULO";"SP";"BRASIL";"SBGR";2020-08-12;14:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;4;14
79485;"INCIDENTE";-0,050833333333;-51,07027777777;"MACAPÁ";"AP";"BRASIL";"SBMQ";2020-08-12;16:33:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;4;16
79483;"INCIDENTE GRAVE";-23,181667;-46,943611;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2020-08-13;11:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"SIM";8;13;2;5;11
79491;"INCIDENTE GRAVE";-16,367055;-48,928321;"ANÁPOLIS";"GO";"BRASIL";"SWNS";2020-08-13;13:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;13;2;5;13
79488;"INCIDENTE GRAVE";-22,19;-47,86;"ITIRAPINA";"SP";"BRASIL";"SDJA";2020-08-15;23:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;7;23
79489;"INCIDENTE GRAVE";NA;NA;"SANTA CRUZ DO SUL";"RS";"BRASIL";"SSSC";2020-08-15;13:23:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;7;13
79492;"INCIDENTE";-15,563611;-54,330271;"PRIMAVERA DO LESTE";"MT";"BRASIL";"SWPY";2020-08-15;20:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;7;20
79496;"INCIDENTE";-19,85194;-43,95055;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2020-08-15;19:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;7;19
79522;"INCIDENTE";-27,67027777777;-48,5525;"FLORIANÓPOLIS";"SC";"BRASIL";"SBFL";2020-08-17;16:25:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;17;3;2;16
79493;"ACIDENTE";-16,61277;-47,06694;"UNAÍ";"MG";"BRASIL";"";2020-08-18;20:20:00;"SIM";"ATIVA";"A-097/CENIPA/2020";"NÃO";NA;0;1;"NÃO";8;18;3;3;20
79497;"ACIDENTE";-12,95722;-45,91388;"SÃO DESIDÉRIO";"BA";"BRASIL";"";2020-08-20;18:20:00;"SIM";"FINALIZADA";"A-098/CENIPA/2020";"SIM";2021-07-08;2;1;"NÃO";8;20;3;5;18
79499;"INCIDENTE";-8,126388888888;-34,92277777777;"RECIFE";"PE";"BRASIL";"SBRF";2020-08-20;04:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;20;3;5;4
79495;"ACIDENTE";0,153611;-50,95078;"MACAPÁ";"AP";"BRASIL";"";2020-08-21;20:15:00;"SIM";"ATIVA";"A-099/CENIPA/2020";"NÃO";NA;0;1;"NÃO";8;21;3;6;20
79500;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2020-08-22;17:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"SIM";8;22;4;7;17
79514;"INCIDENTE";-23,43555555555;-46,47305555555;"SÃO PAULO";"SP";"BRASIL";"SBGR";2020-08-23;13:35:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;23;4;1;13
79502;"ACIDENTE";-14,3775;-55,977778;"NOBRES";"MT";"BRASIL";"";2020-08-24;15:30:00;"SIM";"FINALIZADA";"A-100/CENIPA/2020";"SIM";2021-12-30;0;1;"NÃO";8;24;4;2;15
79507;"INCIDENTE";-23,00694444444;-47,13444444444;"CAMPINAS";"SP";"BRASIL";"SBKP";2020-08-24;13:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;24;4;2;13
79501;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2020-08-25;18:52:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;25;4;3;18
79508;"INCIDENTE";2,841389;-60,692222;"BOA VISTA";"RR";"BRASIL";"SBBV";2020-08-25;21:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;25;4;3;21
79504;"ACIDENTE";-23,506667;-46,633889;"SÃO PAULO";"SP";"BRASIL";"SBMT";2020-08-26;13:10:00;"SIM";"ATIVA";"A-102/CENIPA/2020";"NÃO";NA;0;1;"NÃO";8;26;4;4;13
79505;"ACIDENTE";-22,791667;-45,204444;"GUARATINGUETÁ";"SP";"BRASIL";"SBGW";2020-08-26;17:10:00;"SIM";"ATIVA";"A-101/CENIPA/2020";"NÃO";NA;0;1;"SIM";8;26;4;4;17
79521;"INCIDENTE";-23,62611111111;-46,65638888888;"SÃO PAULO";"SP";"BRASIL";"SBSP";2020-08-26;22:47:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;26;4;4;22
79512;"INCIDENTE GRAVE";NA;NA;"ARAQUARI";"SC";"BRASIL";"SWON";2020-08-27;11:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;27;4;5;11
79509;"INCIDENTE";-22,755278;-47,268056;"AMERICANA";"SP";"BRASIL";"SDAI";2020-08-28;11:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;28;4;6;11
79510;"ACIDENTE";-5,07444;-42,69277;"TERESINA";"PI";"BRASIL";"";2020-08-28;16:15:00;"SIM";"FINALIZADA";"A-103/CENIPA/2020";"SIM";2021-07-21;0;1;"NÃO";8;28;4;6;16
79511;"INCIDENTE";-18,23222;-43,65027;"DIAMANTINA";"MG";"BRASIL";"SNDT";2020-08-29;20:39:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;29;5;7;20
79516;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2020-08-30;16:42:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;30;5;1;16
79515;"INCIDENTE";-10,188187;-59,457359;"ARIPUANÃ";"MT";"BRASIL";"";2020-08-31;15:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;31;5;2;15
79529;"INCIDENTE";-19,833611;-44,601111;"PARÁ DE MINAS";"MG";"BRASIL";"SNPA";2020-08-31;18:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;31;5;2;18
79517;"INCIDENTE";-19,83361;-44,60111;"PARÁ DE MINAS";"MG";"BRASIL";"SNPA";2020-09-01;18:36:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;1;1;3;18
79518;"ACIDENTE";-11,537666;-61,45122;"CACOAL";"RO";"BRASIL";"";2020-09-01;15:00:00;"SIM";"FINALIZADA";"A-104/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;1;1;3;15
79519;"INCIDENTE GRAVE";-20,596944;-53,433056;"RIBAS DO RIO PARDO";"MS";"BRASIL";"";2020-09-02;17:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;2;1;4;17
79527;"INCIDENTE";-9,517222222222;-35,783611111;"MACEIÓ";"AL";"BRASIL";"SBMO";2020-09-02;19:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;2;1;4;19
79520;"ACIDENTE";-20,494722;-54,523611;"CAMPO GRANDE";"MS";"BRASIL";"SSKG";2020-09-03;10:30:00;"SIM";"ATIVA";"A-105/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;3;1;5;10
79528;"INCIDENTE";-3,038888888888;-60,04611111111;"MANAUS";"AM";"BRASIL";"SBEG";2020-09-03;11:29:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;3;1;5;11
79525;"INCIDENTE";-15,651826;-56,117221;"VÁRZEA GRANDE";"MT";"BRASIL";"SBCY";2020-09-04;23:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;4;1;6;23
79531;"INCIDENTE";-23,298056;-47,691944;"BOITUVA";"SP";"BRASIL";"SDOI";2020-09-06;18:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;6;1;1;18
79524;"ACIDENTE";-19,85194;-43,95055;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2020-09-07;21:26:00;"SIM";"ATIVA";"A-106/CENIPA/2020";"NÃO";NA;0;1;"SIM";9;7;1;2;21
79534;"INCIDENTE";-8,126388888888;-34,92277777777;"RECIFE";"PE";"BRASIL";"SBRF";2020-09-08;23:12:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;8;2;3;23
79536;"ACIDENTE";NA;NA;"SANTA ROSA";"RS";"BRASIL";"SSZR";2020-09-08;21:00:00;"SIM";"FINALIZADA";"A-107/CENIPA/2020";"SIM";2021-03-29;2;1;"NÃO";9;8;2;3;21
79546;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2020-09-09;16:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;9;2;4;16
79532;"INCIDENTE";NA;NA;"CUIABÁ";"MT";"BRASIL";"SBCY";2020-09-10;12:53:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"SIM";9;10;2;5;12
79539;"INCIDENTE";-23,00694444444;-47,13444444444;"CAMPINAS";"SP";"BRASIL";"SBKP";2020-09-10;23:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;10;2;5;23
79541;"ACIDENTE";-22,34;-49,04;"BAURU";"SP";"BRASIL";"";2020-09-11;13:30:00;"SIM";"ATIVA";"A-108/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;11;2;6;13
79544;"ACIDENTE";-23,082778;-54,492778;"JUTI";"MS";"BRASIL";"";2020-09-11;00:00:00;"SIM";"FINALIZADA";"A-109/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;11;2;6;0
79545;"INCIDENTE";NA;NA;"BALNEÁRIO CAMBORIÚ";"SC";"BRASIL";"";2020-09-11;18:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;11;2;6;18
79540;"INCIDENTE GRAVE";-23,73;-47,27;"SÃO PAULO";"SP";"BRASIL";"";2020-09-12;13:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;12;2;7;13
79542;"ACIDENTE";-21,39;-46,77;"TAPIRATIBA";"SP";"BRASIL";"";2020-09-12;23:00:00;"SIM";"FINALIZADA";"A-110/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;12;2;7;23
79550;"INCIDENTE GRAVE";NA;NA;"MARINGÁ";"PR";"BRASIL";"SBMG";2020-09-12;14:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;12;2;7;14
79537;"INCIDENTE GRAVE";-22,97527;-44,3072;"ANGRA DOS REIS";"RJ";"BRASIL";"SDAG";2020-09-13;16:45:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;13;2;1;16
79538;"INCIDENTE";-22,34277777777;-41,7638888888;"MACAÉ";"RJ";"BRASIL";"9PSD";2020-09-13;14:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;13;2;1;14
79556;"INCIDENTE";-22,81;-43,25055555555;"RIO DE JANEIRO";"RJ";"BRASIL";"SBRJ";2020-09-13;23:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;13;2;1;23
79564;"INCIDENTE GRAVE";-9,77638889;-36,63055556;"ARAPIRACA";"AL";"BRASIL";"SNAL";2020-09-13;16:40:00;"SIM";"ATIVA";"IG-111/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;13;2;1;16
79543;"ACIDENTE";-3,492337;-51,176959;"ANAPU";"PA";"BRASIL";"";2020-09-14;20:00:00;"SIM";"FINALIZADA";"A-112/CENIPA/2020";"SIM";2021-07-08;0;1;"SIM";9;14;2;2;20
79547;"ACIDENTE";-14,55;-50,216667;"CRIXÁS";"GO";"BRASIL";"";2020-09-16;14:40:00;"SIM";"ATIVA";"A-113/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;16;3;4;14
79548;"INCIDENTE";-22,9875;-43,37;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2020-09-16;17:45:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;16;3;4;17
79563;"ACIDENTE";-25,325549;-49,239822;"COLOMBO";"PR";"BRASIL";"";2020-09-18;21:39:00;"SIM";"ATIVA";"A-114/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;18;3;6;21
79552;"INCIDENTE";-22,466944;-43,191111;"TERESÓPOLIS";"RJ";"BRASIL";"";2020-09-19;15:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;19;3;7;15
79554;"INCIDENTE";-23,483056;-47,486389;"SOROCABA";"SP";"BRASIL";"SDCO";2020-09-19;14:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;19;3;7;14
79559;"ACIDENTE";-27,015;-48,8575;"BRUSQUE";"SC";"BRASIL";"";2020-09-19;19:56:00;"SIM";"ATIVA";"A-115/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;19;3;7;19
79555;"ACIDENTE";-15,555556;-47,344444;"FORMOSA";"GO";"BRASIL";"SWFR";2020-09-20;18:44:00;"SIM";"ATIVA";"A-116/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;20;3;1;18
79591;"INCIDENTE";-3,038888888888;-60,04611111111;"MANAUS";"AM";"BRASIL";"SBEG";2020-09-20;18:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;20;3;1;18
79565;"ACIDENTE";-7,036389;-55,38556;"NOVO PROGRESSO";"PA";"BRASIL";"";2020-09-23;17:55:00;"SIM";"FINALIZADA";"A-117/CENIPA/2020";"SIM";2021-07-08;1;1;"NÃO";9;23;4;4;17
79587;"INCIDENTE";-19,62444444444;-43,971944444;"CONFINS";"MG";"BRASIL";"SBCF";2020-09-25;11:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;25;4;6;11
79586;"INCIDENTE";-3,380846;-64,724641;"TEFÉ";"AM";"BRASIL";"SBTF";2020-09-26;15:56:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;26;4;7;15
79566;"INCIDENTE GRAVE";NA;NA;"REGENTE FEIJÓ";"SP";"BRASIL";"SDYJ";2020-09-27;19:33:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;27;4;1;19
79571;"INCIDENTE";-15,87111111111;-47,91861111111;"BRASÍLIA";"DF";"BRASIL";"SBBR";2020-09-27;22:39:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;27;4;1;22
79570;"INCIDENTE";-21,70777778;-49,61805556;"LINS";"SP";"BRASIL";"";2020-09-29;18:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;29;5;3;18
79572;"ACIDENTE";-10,4225;-50,796667;"SANTA TEREZINHA";"MT";"BRASIL";"";2020-09-29;19:15:00;"SIM";"ATIVA";"A-118/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;29;5;3;19
79573;"INCIDENTE";-21,94972222;-49,52722222;"PIRAJUÍ";"SP";"BRASIL";"";2020-09-29;18:30:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";9;29;5;3;18
79568;"ACIDENTE";-19,074444;-53,611667;"CAMAPUÃ";"MS";"BRASIL";"";2020-09-30;10:50:00;"SIM";"ATIVA";"A-119/CENIPA/2020";"NÃO";NA;0;1;"NÃO";9;30;5;4;10
79569;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SSOK";2020-09-30;13:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;30;5;4;13
79589;"INCIDENTE GRAVE";-3,748451;-38,622995;"FORTALEZA";"CE";"BRASIL";"SBFZ";2020-09-30;17:26:00;"SIM";"ATIVA";"IG-120/CENIPA/2020";"NÃO";NA;0;2;"NÃO";9;30;5;4;17
79575;"INCIDENTE";-23,62611111;-46,65638889;"SÃO PAULO";"SP";"BRASIL";"SBSP";2020-10-01;20:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;1;1;5;20
79580;"ACIDENTE";-22,978056;-46,536389;"BRAGANÇA PAULISTA";"SP";"BRASIL";"SBBP";2020-10-01;20:08:00;"NÃO";"ATIVA";"A-121/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;1;1;5;20
79574;"ACIDENTE";-22,096111;-53,396944;"NOVA ANDRADINA";"MS";"BRASIL";"";2020-10-02;09:20:00;"SIM";"ATIVA";"A-122/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;2;1;6;9
79577;"INCIDENTE";-2,90666667;-40,35805556;"CRUZ";"CE";"BRASIL";"";2020-10-02;16:18:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;2;1;6;16
79584;"INCIDENTE";-23,00694444444;-47,13444444444;"CAMPINAS";"SP";"BRASIL";"SBKP";2020-10-02;19:02:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;2;1;6;19
79588;"INCIDENTE";-23,00694444444;-47,13333333333;"CAMPINAS";"SP";"BRASIL";"SBKP";2020-10-02;10:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;2;1;6;10
79582;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2020-10-03;16:35:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;3;1;7;16
79608;"ACIDENTE";-2,998056;-47,355;"PARAGOMINAS";"PA";"BRASIL";"";2020-10-04;12:00:00;"NÃO";"ATIVA";"A-123/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;4;1;1;12
79585;"INCIDENTE";-23,51;-46,63;"SÃO PAULO";"SP";"BRASIL";"SBMT";2020-10-06;15:25:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;6;1;3;15
80006;"ACIDENTE";-16,63;-49,565;"TRINDADE";"GO";"BRASIL";"";2020-10-06;18:00:00;"SIM";"ATIVA";"A-161/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;6;1;3;18
79592;"INCIDENTE";-21,14416666666;-50,42638888888;"ARAÇATUBA";"SP";"BRASIL";"SBAU";2020-10-07;15:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;7;1;4;15
79595;"ACIDENTE";-25,45;-49,143333;"PIRAQUARA";"PR";"BRASIL";"SISY";2020-10-07;14:55:00;"SIM";"ATIVA";"A-124/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;7;1;4;14
79599;"ACIDENTE";-17,441667;-56,826944;"CORUMBÁ";"MS";"BRASIL";"";2020-10-08;16:00:00;"SIM";"ATIVA";"A-125/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;8;2;5;16
79600;"ACIDENTE";-17,289722;-56,853611;"POCONÉ";"MT";"BRASIL";"";2020-10-10;13:30:00;"SIM";"ATIVA";"A-126/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;10;2;7;13
79598;"ACIDENTE";NA;NA;"ROSANA";"SP";"BRASIL";"";2020-10-11;11:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;11;2;1;11
79609;"INCIDENTE GRAVE";-15,65;-56,1175;"CUIABÁ";"MT";"BRASIL";"";2020-10-13;18:45:00;"SIM";"ATIVA";"IG-127/CENIPA/2020";"NÃO";NA;0;2;"NÃO";10;13;2;3;18
79601;"INCIDENTE";-23,04333333;-45,77555556;"SÃO JOSÉ DOS CAMPOS";"SP";"BRASIL";"SBSJ";2020-10-14;12:06:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;14;2;4;12
79728;"INCIDENTE";-27,67027777777;-48,5525;"FLORIANÓPOLIS";"SC";"BRASIL";"";2020-10-14;13:59:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;14;2;4;13
79605;"ACIDENTE";-15,553333;-54,331944;"PRIMAVERA DO LESTE";"MT";"BRASIL";"SWPY";2020-10-15;15:40:00;"SIM";"ATIVA";"A-128/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;15;3;5;15
79621;"ACIDENTE";-22,703056;-43,994722;"RIO CLARO";"RJ";"BRASIL";"";2020-10-15;11:00:00;"SIM";"ATIVA";"A-129/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;15;3;5;11
79606;"INCIDENTE";0,050833;-51,070278;"MACAPÁ";"AP";"BRASIL";"SBMQ";2020-10-16;17:45:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;16;3;6;17
79618;"INCIDENTE";2,787379;-60,595726;"CANTÁ";"RR";"BRASIL";"SWPD";2020-10-16;17:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;16;3;6;17
79619;"ACIDENTE";-9,233333;-71,6486;"FEIJÓ";"AC";"BRASIL";"";2020-10-16;20:00:00;"SIM";"FINALIZADA";"A-130/CENIPA/2020";"SIM";2021-07-08;1;1;"NÃO";10;16;3;6;20
79620;"ACIDENTE";NA;NA;"URUGUAIANA";"RS";"BRASIL";"";2020-10-16;14:30:00;"SIM";"ATIVA";"A-131/CENIPA/2020";"NÃO";NA;0;1;"SIM";10;16;3;6;14
79607;"ACIDENTE";-2,464917;-44,102;"RAPOSA";"MA";"BRASIL";"";2020-10-17;12:30:00;"SIM";"ATIVA";"A-132/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;17;3;7;12
79617;"INCIDENTE";-7,28045;-64,769373;"LÁBREA";"AM";"BRASIL";"SWLB";2020-10-19;12:39:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"SIM";10;19;3;2;12
79624;"INCIDENTE";-22,81;-43,250555555;"RIO DE JANEIRO";"RJ";"BRASIL";"SBGL";2020-10-19;19:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;19;3;2;19
79625;"INCIDENTE GRAVE";NA;NA;"CASCAVEL";"PR";"BRASIL";"SBCA";2020-10-19;20:35:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;19;3;2;20
79623;"INCIDENTE GRAVE";NA;NA;"CARAZINHO";"RS";"BRASIL";"SSKZ";2020-10-21;14:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;21;3;4;14
79626;"INCIDENTE";NA;NA;"MARINGÁ";"PR";"BRASIL";"SBMG";2020-10-21;13:47:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;21;3;4;13
79632;"INCIDENTE";-4,250555555555;-69,93777777777;"TABATINGA";"AM";"BRASIL";"SBTT";2020-10-22;19:54:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;22;4;5;19
79627;"ACIDENTE";-23,564631;-46,069444;"BIRITIBA-MIRIM";"SP";"BRASIL";"SDIH";2020-10-24;18:50:00;"SIM";"FINALIZADA";"A-133/CENIPA/2020";"SIM";2021-07-21;0;1;"NÃO";10;24;4;7;18
79634;"INCIDENTE";22,03027;41,06833;"CAMPOS DOS GOYTACAZES";"RJ";"BRASIL";"";2020-10-26;15:57:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;26;4;2;15
79637;"INCIDENTE";-26,22305556;-48,79777778;"JOINVILLE";"SC";"BRASIL";"SBJV";2020-10-26;16:44:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;26;4;2;16
79639;"INCIDENTE";-21,136454;-47,773391;"RIBEIRÃO PRETO";"SP";"BRASIL";"SBRP";2020-10-28;16:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;28;4;4;16
79645;"ACIDENTE";3,596333;-63,777167;"ALTO ALEGRE";"RR";"BRASIL";"";2020-10-28;12:25:00;"NÃO";"ATIVA";"A-134/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;28;4;4;12
79636;"ACIDENTE";-10,058333;-48,329722;"PALMAS";"TO";"BRASIL";"";2020-10-29;20:00:00;"SIM";"ATIVA";"A-135/CENIPA/2020";"NÃO";NA;0;1;"NÃO";10;29;5;5;20
79644;"INCIDENTE";-1,415;-48,45888888888;"BELÉM";"PA";"BRASIL";"SBJC";2020-10-29;19:28:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;29;5;5;19
79640;"ACIDENTE";-20,07583;-44,72833;"IGARATINGA";"MG";"BRASIL";"SSDK";2020-10-30;20:50:00;"SIM";"ATIVA";"A-136/CENIPA/2020";"NÃO";NA;0;1;"SIM";10;30;5;6;20
79641;"INCIDENTE GRAVE";-3,62916667;-38,72027778;"CAUCAIA";"CE";"BRASIL";"";2020-10-30;15:45:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;30;5;6;15
79646;"INCIDENTE";-1,437777777777;-48,46888888888;"BELÉM";"PA";"BRASIL";"SBBE";2020-10-30;12:17:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";10;30;5;6;12
79651;"ACIDENTE";-15,854722;-47,809722;"BRASÍLIA";"DF";"BRASIL";"SSGP";2020-10-30;14:00:00;"SIM";"ATIVA";"A-137/CENIPA/2020";"NÃO";NA;0;1;"SIM";10;30;5;6;14
79647;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2020-11-01;18:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";11;1;1;1;18
79648;"INCIDENTE";-16,43805556;-39,08388889;"PORTO SEGURO";"BA";"BRASIL";"SBPS";2020-11-04;16:18:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";11;4;1;4;16
79649;"INCIDENTE";-23,0069;-47,1344;"CAMPINAS";"SP";"BRASIL";"SBKP";2020-11-04;22:39:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";11;4;1;4;22
79650;"INCIDENTE";NA;NA;"TAPES";"RS";"BRASIL";"";2020-11-05;16:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";11;5;1;5;16
